visitor_id,date,bank,channel,city,device,visited,lead,customer,product,revenue
V012806,2025-06-17 13:00:00,Global IME Bank,Facebook Ads,Kathmandu,Tablet,1,0,0,No Product,0
V012807,2025-06-17 14:00:00,NIC Asia Bank,Referral,Biratnagar,Mobile,1,0,0,No Product,0
V012808,2025-06-17 15:00:00,Machhapuchhre Bank,Facebook Ads,Pokhara,Desktop,1,1,0,No Product,0
V012809,2025-06-17 16:00:00,Machhapuchhre Bank,Organic Search,Bharatpur,Desktop,1,1,0,No Product,0
V012810,2025-06-17 17:00:00,NIC Asia Bank,Facebook Ads,Bharatpur,Mobile,1,1,0,No Product,0
V012811,2025-06-17 18:00:00,NMB Bank,Google Search,Biratnagar,Desktop,1,1,0,No Product,0
V012812,2025-06-17 19:00:00,NMB Bank,Referral,Bharatpur,Mobile,1,0,0,No Product,0
V012813,2025-06-17 20:00:00,Sanima Bank,Referral,Biratnagar,Mobile,1,1,0,No Product,0
V012814,2025-06-17 21:00:00,Everest Bank,Email Campaign,Kathmandu,Desktop,1,0,0,No Product,0
V012815,2025-06-17 22:00:00,Global IME Bank,Google Search,Butwal,Mobile,1,0,0,No Product,0
V012816,2025-06-17 23:00:00,Machhapuchhre Bank,Email Campaign,Kathmandu,Desktop,1,0,0,No Product,0
V012817,2025-06-18 00:00:00,Machhapuchhre Bank,Facebook Ads,Biratnagar,Tablet,1,1,0,No Product,0
V012818,2025-06-18 01:00:00,Sanima Bank,Organic Search,Butwal,Tablet,1,1,0,No Product,0
V012819,2025-06-18 02:00:00,Machhapuchhre Bank,Referral,Nepalgunj,Desktop,1,0,0,No Product,0
V012820,2025-06-18 03:00:00,Everest Bank,Organic Search,Lalitpur,Mobile,1,0,0,No Product,0
V012821,2025-06-18 04:00:00,Sanima Bank,Facebook Ads,Biratnagar,Tablet,1,0,0,No Product,0
V012822,2025-06-18 05:00:00,Everest Bank,Facebook Ads,Biratnagar,Mobile,1,0,0,No Product,0
V012823,2025-06-18 06:00:00,Sanima Bank,Google Search,Pokhara,Tablet,1,0,0,No Product,0
V012824,2025-06-18 07:00:00,Machhapuchhre Bank,Email Campaign,Nepalgunj,Desktop,1,0,0,No Product,0
V012825,2025-06-18 08:00:00,Sanima Bank,Referral,Bharatpur,Mobile,1,1,0,No Product,0
V012826,2025-06-18 09:00:00,NMB Bank,Referral,Kathmandu,Desktop,1,1,0,No Product,0
V012827,2025-06-18 10:00:00,Global IME Bank,Organic Search,Kathmandu,Mobile,1,0,0,No Product,0
V012828,2025-06-18 11:00:00,Machhapuchhre Bank,Google Search,Lalitpur,Tablet,1,1,0,No Product,0
V012829,2025-06-18 12:00:00,NIC Asia Bank,Facebook Ads,Butwal,Desktop,1,1,0,No Product,0
V012830,2025-06-18 13:00:00,Global IME Bank,Google Search,Bharatpur,Tablet,1,1,1,Loan,876689
V012831,2025-06-18 14:00:00,Machhapuchhre Bank,Referral,Pokhara,Mobile,1,0,0,No Product,0
V012832,2025-06-18 15:00:00,Global IME Bank,Email Campaign,Butwal,Mobile,1,0,0,No Product,0
V012833,2025-06-18 16:00:00,NMB Bank,Organic Search,Butwal,Desktop,1,1,1,Credit Card,8690
V012834,2025-06-18 17:00:00,Global IME Bank,Facebook Ads,Biratnagar,Tablet,1,1,1,Loan,922315
V012835,2025-06-18 18:00:00,Sanima Bank,Facebook Ads,Bharatpur,Desktop,1,1,1,Loan,461349
V012836,2025-06-18 19:00:00,Global IME Bank,Facebook Ads,Pokhara,Tablet,1,0,0,No Product,0
V012837,2025-06-18 20:00:00,Machhapuchhre Bank,Email Campaign,Nepalgunj,Tablet,1,1,1,Loan,415627
V012838,2025-06-18 21:00:00,NIC Asia Bank,Referral,Nepalgunj,Mobile,1,0,0,No Product,0
V012839,2025-06-18 22:00:00,NIC Asia Bank,Referral,Bharatpur,Mobile,1,1,0,No Product,0
V012840,2025-06-18 23:00:00,Everest Bank,Google Search,Bharatpur,Desktop,1,1,1,Savings Account,1425
V012841,2025-06-19 00:00:00,Global IME Bank,Google Search,Kathmandu,Mobile,1,0,0,No Product,0
V012842,2025-06-19 01:00:00,NIC Asia Bank,Referral,Pokhara,Mobile,1,0,0,No Product,0
V012843,2025-06-19 02:00:00,Global IME Bank,Facebook Ads,Butwal,Desktop,1,1,0,No Product,0
V012844,2025-06-19 03:00:00,NIC Asia Bank,Email Campaign,Bharatpur,Desktop,1,1,0,No Product,0
V012845,2025-06-19 04:00:00,Global IME Bank,Referral,Lalitpur,Desktop,1,1,0,No Product,0
V012846,2025-06-19 05:00:00,Machhapuchhre Bank,Email Campaign,Pokhara,Tablet,1,0,0,No Product,0
V012847,2025-06-19 06:00:00,Global IME Bank,Organic Search,Lalitpur,Tablet,1,0,0,No Product,0
V012848,2025-06-19 07:00:00,Machhapuchhre Bank,Facebook Ads,Butwal,Tablet,1,0,0,No Product,0
V012849,2025-06-19 08:00:00,Machhapuchhre Bank,Organic Search,Pokhara,Desktop,1,1,0,No Product,0
V012850,2025-06-19 09:00:00,Everest Bank,Referral,Kathmandu,Mobile,1,0,0,No Product,0
V012851,2025-06-19 10:00:00,NIC Asia Bank,Google Search,Pokhara,Tablet,1,1,0,No Product,0
V012852,2025-06-19 11:00:00,Sanima Bank,Referral,Butwal,Mobile,1,1,1,Fixed Deposit,154528
V012853,2025-06-19 12:00:00,Machhapuchhre Bank,Organic Search,Kathmandu,Tablet,1,1,1,Credit Card,6563
V012854,2025-06-19 13:00:00,NIC Asia Bank,Email Campaign,Butwal,Mobile,1,1,1,Loan,742698
V012855,2025-06-19 14:00:00,NMB Bank,Referral,Biratnagar,Tablet,1,0,0,No Product,0
V012856,2025-06-19 15:00:00,Global IME Bank,Google Search,Pokhara,Mobile,1,0,0,No Product,0
V012857,2025-06-19 16:00:00,NMB Bank,Organic Search,Butwal,Tablet,1,1,1,Loan,397768
V012858,2025-06-19 17:00:00,Global IME Bank,Referral,Pokhara,Tablet,1,0,0,No Product,0
V012859,2025-06-19 18:00:00,Everest Bank,Organic Search,Kathmandu,Tablet,1,0,0,No Product,0
V012860,2025-06-19 19:00:00,Machhapuchhre Bank,Organic Search,Pokhara,Desktop,1,0,0,No Product,0
V012861,2025-06-19 20:00:00,Sanima Bank,Facebook Ads,Butwal,Tablet,1,0,0,No Product,0
V012862,2025-06-19 21:00:00,Machhapuchhre Bank,Email Campaign,Butwal,Mobile,1,1,0,No Product,0
V012863,2025-06-19 22:00:00,Global IME Bank,Facebook Ads,Biratnagar,Mobile,1,0,0,No Product,0
V012864,2025-06-19 23:00:00,Sanima Bank,Organic Search,Nepalgunj,Tablet,1,0,0,No Product,0
V012865,2025-06-20 00:00:00,Machhapuchhre Bank,Google Search,Biratnagar,Mobile,1,0,0,No Product,0
V012866,2025-06-20 01:00:00,Sanima Bank,Google Search,Butwal,Tablet,1,0,0,No Product,0
V012867,2025-06-20 02:00:00,Global IME Bank,Facebook Ads,Lalitpur,Mobile,1,1,0,No Product,0
V012868,2025-06-20 03:00:00,Everest Bank,Google Search,Lalitpur,Tablet,1,0,0,No Product,0
V012869,2025-06-20 04:00:00,Everest Bank,Organic Search,Lalitpur,Tablet,1,0,0,No Product,0
V012870,2025-06-20 05:00:00,Machhapuchhre Bank,Referral,Bharatpur,Mobile,1,0,0,No Product,0
V012871,2025-06-20 06:00:00,NMB Bank,Organic Search,Biratnagar,Tablet,1,0,0,No Product,0
V012872,2025-06-20 07:00:00,Global IME Bank,Referral,Pokhara,Mobile,1,1,0,No Product,0
V012873,2025-06-20 08:00:00,Machhapuchhre Bank,Google Search,Lalitpur,Tablet,1,0,0,No Product,0
V012874,2025-06-20 09:00:00,Machhapuchhre Bank,Email Campaign,Butwal,Mobile,1,0,0,No Product,0
V012875,2025-06-20 10:00:00,Everest Bank,Email Campaign,Butwal,Desktop,1,1,0,No Product,0
V012876,2025-06-20 11:00:00,Sanima Bank,Organic Search,Lalitpur,Tablet,1,1,0,No Product,0
V012877,2025-06-20 12:00:00,Global IME Bank,Organic Search,Biratnagar,Tablet,1,0,0,No Product,0
V012878,2025-06-20 13:00:00,Sanima Bank,Google Search,Lalitpur,Tablet,1,0,0,No Product,0
V012879,2025-06-20 14:00:00,NIC Asia Bank,Email Campaign,Butwal,Desktop,1,0,0,No Product,0
V012880,2025-06-20 15:00:00,NIC Asia Bank,Email Campaign,Lalitpur,Tablet,1,1,1,Credit Card,4999
V012881,2025-06-20 16:00:00,Global IME Bank,Organic Search,Nepalgunj,Desktop,1,1,1,Credit Card,6416
V012882,2025-06-20 17:00:00,NMB Bank,Email Campaign,Biratnagar,Desktop,1,0,0,No Product,0
V012883,2025-06-20 18:00:00,NIC Asia Bank,Organic Search,Bharatpur,Desktop,1,1,1,Savings Account,4798
V012884,2025-06-20 19:00:00,Everest Bank,Facebook Ads,Bharatpur,Mobile,1,0,0,No Product,0
V012885,2025-06-20 20:00:00,NMB Bank,Email Campaign,Nepalgunj,Mobile,1,0,0,No Product,0
V012886,2025-06-20 21:00:00,Machhapuchhre Bank,Referral,Biratnagar,Tablet,1,0,0,No Product,0
V012887,2025-06-20 22:00:00,NIC Asia Bank,Google Search,Bharatpur,Desktop,1,0,0,No Product,0
V012888,2025-06-20 23:00:00,Everest Bank,Organic Search,Kathmandu,Tablet,1,0,0,No Product,0
V012889,2025-06-21 00:00:00,Machhapuchhre Bank,Email Campaign,Bharatpur,Mobile,1,0,0,No Product,0
V012890,2025-06-21 01:00:00,NMB Bank,Email Campaign,Butwal,Tablet,1,1,0,No Product,0
V012891,2025-06-21 02:00:00,Global IME Bank,Organic Search,Biratnagar,Desktop,1,0,0,No Product,0
V012892,2025-06-21 03:00:00,Machhapuchhre Bank,Referral,Nepalgunj,Desktop,1,1,0,No Product,0
V012893,2025-06-21 04:00:00,Sanima Bank,Email Campaign,Kathmandu,Desktop,1,0,0,No Product,0
V012894,2025-06-21 05:00:00,Global IME Bank,Facebook Ads,Butwal,Desktop,1,1,0,No Product,0
V012895,2025-06-21 06:00:00,Global IME Bank,Google Search,Butwal,Tablet,1,1,1,Credit Card,5470
V012896,2025-06-21 07:00:00,NMB Bank,Organic Search,Biratnagar,Desktop,1,0,0,No Product,0
V012897,2025-06-21 08:00:00,NMB Bank,Email Campaign,Biratnagar,Mobile,1,1,1,Credit Card,6667
V012898,2025-06-21 09:00:00,Everest Bank,Google Search,Lalitpur,Desktop,1,0,0,No Product,0
V012899,2025-06-21 10:00:00,Everest Bank,Organic Search,Nepalgunj,Mobile,1,1,0,No Product,0
V012900,2025-06-21 11:00:00,Sanima Bank,Organic Search,Biratnagar,Tablet,1,0,0,No Product,0
V012901,2025-06-21 12:00:00,Global IME Bank,Organic Search,Pokhara,Tablet,1,0,0,No Product,0
V012902,2025-06-21 13:00:00,Sanima Bank,Referral,Bharatpur,Tablet,1,0,0,No Product,0
V012903,2025-06-21 14:00:00,Sanima Bank,Facebook Ads,Biratnagar,Tablet,1,0,0,No Product,0
V012904,2025-06-21 15:00:00,NMB Bank,Organic Search,Pokhara,Mobile,1,0,0,No Product,0
V012905,2025-06-21 16:00:00,Sanima Bank,Referral,Pokhara,Mobile,1,0,0,No Product,0
V012906,2025-06-21 17:00:00,Sanima Bank,Organic Search,Lalitpur,Desktop,1,1,1,Savings Account,3257
V012907,2025-06-21 18:00:00,Machhapuchhre Bank,Organic Search,Pokhara,Desktop,1,1,0,No Product,0
V012908,2025-06-21 19:00:00,Everest Bank,Referral,Bharatpur,Tablet,1,0,0,No Product,0
V012909,2025-06-21 20:00:00,Everest Bank,Facebook Ads,Kathmandu,Tablet,1,0,0,No Product,0
V012910,2025-06-21 21:00:00,Global IME Bank,Google Search,Butwal,Mobile,1,0,0,No Product,0
V012911,2025-06-21 22:00:00,Everest Bank,Email Campaign,Bharatpur,Mobile,1,0,0,No Product,0
V012912,2025-06-21 23:00:00,NIC Asia Bank,Organic Search,Lalitpur,Tablet,1,1,0,No Product,0
V012913,2025-06-22 00:00:00,Global IME Bank,Facebook Ads,Kathmandu,Tablet,1,0,0,No Product,0
V012914,2025-06-22 01:00:00,Machhapuchhre Bank,Email Campaign,Lalitpur,Mobile,1,1,0,No Product,0
V012915,2025-06-22 02:00:00,Everest Bank,Organic Search,Nepalgunj,Mobile,1,1,0,No Product,0
V012916,2025-06-22 03:00:00,Machhapuchhre Bank,Email Campaign,Bharatpur,Mobile,1,1,0,No Product,0
V012917,2025-06-22 04:00:00,Everest Bank,Referral,Butwal,Tablet,1,1,0,No Product,0
V012918,2025-06-22 05:00:00,Everest Bank,Facebook Ads,Pokhara,Mobile,1,0,0,No Product,0
V012919,2025-06-22 06:00:00,Machhapuchhre Bank,Facebook Ads,Biratnagar,Mobile,1,1,0,No Product,0
V012920,2025-06-22 07:00:00,Sanima Bank,Google Search,Biratnagar,Desktop,1,0,0,No Product,0
V012921,2025-06-22 08:00:00,Sanima Bank,Google Search,Pokhara,Mobile,1,1,0,No Product,0
V012922,2025-06-22 09:00:00,Sanima Bank,Email Campaign,Lalitpur,Desktop,1,1,0,No Product,0
V012923,2025-06-22 10:00:00,NIC Asia Bank,Referral,Kathmandu,Desktop,1,1,0,No Product,0
V012924,2025-06-22 11:00:00,Sanima Bank,Email Campaign,Biratnagar,Tablet,1,1,0,No Product,0
V012925,2025-06-22 12:00:00,Everest Bank,Organic Search,Butwal,Tablet,1,0,0,No Product,0
V012926,2025-06-22 13:00:00,NMB Bank,Facebook Ads,Lalitpur,Tablet,1,1,1,Fixed Deposit,142155
V012927,2025-06-22 14:00:00,Machhapuchhre Bank,Email Campaign,Butwal,Tablet,1,1,0,No Product,0
V012928,2025-06-22 15:00:00,NMB Bank,Email Campaign,Biratnagar,Mobile,1,0,0,No Product,0
V012929,2025-06-22 16:00:00,NIC Asia Bank,Facebook Ads,Lalitpur,Mobile,1,1,0,No Product,0
V012930,2025-06-22 17:00:00,NMB Bank,Facebook Ads,Nepalgunj,Mobile,1,0,0,No Product,0
V012931,2025-06-22 18:00:00,Global IME Bank,Google Search,Nepalgunj,Desktop,1,0,0,No Product,0
V012932,2025-06-22 19:00:00,Sanima Bank,Google Search,Kathmandu,Tablet,1,1,0,No Product,0
V012933,2025-06-22 20:00:00,NIC Asia Bank,Facebook Ads,Nepalgunj,Mobile,1,1,0,No Product,0
V012934,2025-06-22 21:00:00,Everest Bank,Email Campaign,Bharatpur,Mobile,1,1,1,Loan,433536
V012935,2025-06-22 22:00:00,Sanima Bank,Organic Search,Pokhara,Tablet,1,0,0,No Product,0
V012936,2025-06-22 23:00:00,Sanima Bank,Email Campaign,Butwal,Desktop,1,0,0,No Product,0
V012937,2025-06-23 00:00:00,NMB Bank,Organic Search,Nepalgunj,Desktop,1,0,0,No Product,0
V012938,2025-06-23 01:00:00,Global IME Bank,Facebook Ads,Butwal,Tablet,1,0,0,No Product,0
V012939,2025-06-23 02:00:00,Sanima Bank,Organic Search,Kathmandu,Tablet,1,0,0,No Product,0
V012940,2025-06-23 03:00:00,Machhapuchhre Bank,Google Search,Butwal,Mobile,1,0,0,No Product,0
V012941,2025-06-23 04:00:00,Machhapuchhre Bank,Facebook Ads,Bharatpur,Desktop,1,1,0,No Product,0
V012942,2025-06-23 05:00:00,Sanima Bank,Referral,Bharatpur,Tablet,1,0,0,No Product,0
V012943,2025-06-23 06:00:00,NMB Bank,Organic Search,Kathmandu,Desktop,1,1,0,No Product,0
V012944,2025-06-23 07:00:00,NMB Bank,Organic Search,Lalitpur,Desktop,1,1,1,Credit Card,2428
V012945,2025-06-23 08:00:00,Everest Bank,Referral,Lalitpur,Mobile,1,1,1,Fixed Deposit,65006
V012946,2025-06-23 09:00:00,NIC Asia Bank,Referral,Butwal,Mobile,1,1,0,No Product,0
V012947,2025-06-23 10:00:00,NIC Asia Bank,Facebook Ads,Nepalgunj,Tablet,1,0,0,No Product,0
V012948,2025-06-23 11:00:00,NIC Asia Bank,Email Campaign,Butwal,Desktop,1,1,1,Loan,673626
V012949,2025-06-23 12:00:00,Global IME Bank,Referral,Kathmandu,Mobile,1,0,0,No Product,0
V012950,2025-06-23 13:00:00,NMB Bank,Organic Search,Nepalgunj,Mobile,1,1,0,No Product,0
V012951,2025-06-23 14:00:00,Everest Bank,Referral,Bharatpur,Desktop,1,0,0,No Product,0
V012952,2025-06-23 15:00:00,Machhapuchhre Bank,Facebook Ads,Kathmandu,Desktop,1,1,1,Credit Card,4756
V012953,2025-06-23 16:00:00,NIC Asia Bank,Facebook Ads,Lalitpur,Desktop,1,0,0,No Product,0
V012954,2025-06-23 17:00:00,Machhapuchhre Bank,Organic Search,Bharatpur,Desktop,1,0,0,No Product,0
V012955,2025-06-23 18:00:00,Machhapuchhre Bank,Organic Search,Butwal,Mobile,1,0,0,No Product,0
V012956,2025-06-23 19:00:00,Sanima Bank,Organic Search,Lalitpur,Mobile,1,0,0,No Product,0
V012957,2025-06-23 20:00:00,Global IME Bank,Email Campaign,Nepalgunj,Tablet,1,0,0,No Product,0
V012958,2025-06-23 21:00:00,Everest Bank,Organic Search,Nepalgunj,Desktop,1,1,1,Credit Card,3932
V012959,2025-06-23 22:00:00,Global IME Bank,Facebook Ads,Pokhara,Tablet,1,1,0,No Product,0
V012960,2025-06-23 23:00:00,Sanima Bank,Facebook Ads,Lalitpur,Mobile,1,0,0,No Product,0
V012961,2025-06-24 00:00:00,Everest Bank,Referral,Bharatpur,Desktop,1,0,0,No Product,0
V012962,2025-06-24 01:00:00,Everest Bank,Organic Search,Bharatpur,Tablet,1,0,0,No Product,0
V012963,2025-06-24 02:00:00,NMB Bank,Email Campaign,Kathmandu,Tablet,1,1,0,No Product,0
V012964,2025-06-24 03:00:00,Global IME Bank,Google Search,Bharatpur,Tablet,1,0,0,No Product,0
V012965,2025-06-24 04:00:00,Global IME Bank,Referral,Pokhara,Mobile,1,0,0,No Product,0
V012966,2025-06-24 05:00:00,NMB Bank,Email Campaign,Pokhara,Mobile,1,0,0,No Product,0
V012967,2025-06-24 06:00:00,Machhapuchhre Bank,Organic Search,Nepalgunj,Tablet,1,1,1,Loan,680885
V012968,2025-06-24 07:00:00,Sanima Bank,Email Campaign,Bharatpur,Mobile,1,0,0,No Product,0
V012969,2025-06-24 08:00:00,Global IME Bank,Google Search,Butwal,Mobile,1,0,0,No Product,0
V012970,2025-06-24 09:00:00,NMB Bank,Email Campaign,Bharatpur,Tablet,1,1,0,No Product,0
V012971,2025-06-24 10:00:00,Everest Bank,Google Search,Butwal,Tablet,1,0,0,No Product,0
V012972,2025-06-24 11:00:00,NIC Asia Bank,Google Search,Bharatpur,Desktop,1,0,0,No Product,0
V012973,2025-06-24 12:00:00,NMB Bank,Google Search,Lalitpur,Tablet,1,0,0,No Product,0
V012974,2025-06-24 13:00:00,NIC Asia Bank,Email Campaign,Bharatpur,Desktop,1,1,1,Fixed Deposit,181365
V012975,2025-06-24 14:00:00,Machhapuchhre Bank,Organic Search,Lalitpur,Desktop,1,1,0,No Product,0
V012976,2025-06-24 15:00:00,Sanima Bank,Facebook Ads,Butwal,Tablet,1,0,0,No Product,0
V012977,2025-06-24 16:00:00,NIC Asia Bank,Facebook Ads,Bharatpur,Mobile,1,1,0,No Product,0
V012978,2025-06-24 17:00:00,Machhapuchhre Bank,Email Campaign,Butwal,Desktop,1,1,0,No Product,0
V012979,2025-06-24 18:00:00,NIC Asia Bank,Organic Search,Nepalgunj,Desktop,1,1,1,Fixed Deposit,50664
V012980,2025-06-24 19:00:00,Everest Bank,Facebook Ads,Pokhara,Desktop,1,0,0,No Product,0
V012981,2025-06-24 20:00:00,Everest Bank,Google Search,Biratnagar,Mobile,1,0,0,No Product,0
V012982,2025-06-24 21:00:00,Everest Bank,Email Campaign,Nepalgunj,Mobile,1,1,0,No Product,0
V012983,2025-06-24 22:00:00,Everest Bank,Email Campaign,Kathmandu,Desktop,1,0,0,No Product,0
V012984,2025-06-24 23:00:00,NMB Bank,Referral,Butwal,Mobile,1,0,0,No Product,0
V012985,2025-06-25 00:00:00,Everest Bank,Referral,Lalitpur,Desktop,1,0,0,No Product,0
V012986,2025-06-25 01:00:00,Everest Bank,Referral,Kathmandu,Desktop,1,1,0,No Product,0
V012987,2025-06-25 02:00:00,NMB Bank,Organic Search,Biratnagar,Mobile,1,0,0,No Product,0
V012988,2025-06-25 03:00:00,Everest Bank,Email Campaign,Nepalgunj,Tablet,1,1,1,Fixed Deposit,195749
V012989,2025-06-25 04:00:00,Machhapuchhre Bank,Referral,Bharatpur,Desktop,1,0,0,No Product,0
V012990,2025-06-25 05:00:00,Machhapuchhre Bank,Email Campaign,Lalitpur,Desktop,1,1,0,No Product,0
V012991,2025-06-25 06:00:00,Global IME Bank,Google Search,Kathmandu,Desktop,1,0,0,No Product,0
V012992,2025-06-25 07:00:00,Machhapuchhre Bank,Referral,Nepalgunj,Desktop,1,1,0,No Product,0
V012993,2025-06-25 08:00:00,Sanima Bank,Email Campaign,Kathmandu,Desktop,1,0,0,No Product,0
V012994,2025-06-25 09:00:00,Sanima Bank,Organic Search,Butwal,Mobile,1,0,0,No Product,0
V012995,2025-06-25 10:00:00,Sanima Bank,Organic Search,Nepalgunj,Mobile,1,0,0,No Product,0
V012996,2025-06-25 11:00:00,NMB Bank,Organic Search,Bharatpur,Desktop,1,1,0,No Product,0
V012997,2025-06-25 12:00:00,Machhapuchhre Bank,Referral,Bharatpur,Mobile,1,0,0,No Product,0
V012998,2025-06-25 13:00:00,Sanima Bank,Organic Search,Bharatpur,Tablet,1,0,0,No Product,0
V012999,2025-06-25 14:00:00,Global IME Bank,Facebook Ads,Butwal,Tablet,1,0,0,No Product,0
V013000,2025-06-25 15:00:00,NMB Bank,Google Search,Butwal,Mobile,1,0,0,No Product,0
V013001,2025-06-25 16:00:00,Global IME Bank,Email Campaign,Bharatpur,Mobile,1,0,0,No Product,0
V013002,2025-06-25 17:00:00,Machhapuchhre Bank,Facebook Ads,Nepalgunj,Desktop,1,1,0,No Product,0
V013003,2025-06-25 18:00:00,Everest Bank,Referral,Kathmandu,Desktop,1,0,0,No Product,0
V013004,2025-06-25 19:00:00,Global IME Bank,Email Campaign,Biratnagar,Tablet,1,1,0,No Product,0
V013005,2025-06-25 20:00:00,Everest Bank,Email Campaign,Bharatpur,Mobile,1,0,0,No Product,0
V013006,2025-06-25 21:00:00,NMB Bank,Organic Search,Butwal,Mobile,1,1,0,No Product,0
V013007,2025-06-25 22:00:00,Global IME Bank,Email Campaign,Bharatpur,Tablet,1,1,0,No Product,0
V013008,2025-06-25 23:00:00,Global IME Bank,Email Campaign,Butwal,Tablet,1,0,0,No Product,0
V013009,2025-06-26 00:00:00,NIC Asia Bank,Google Search,Bharatpur,Mobile,1,1,0,No Product,0
V013010,2025-06-26 01:00:00,NMB Bank,Referral,Nepalgunj,Tablet,1,1,0,No Product,0
V013011,2025-06-26 02:00:00,NMB Bank,Facebook Ads,Biratnagar,Mobile,1,0,0,No Product,0
V013012,2025-06-26 03:00:00,Sanima Bank,Organic Search,Kathmandu,Tablet,1,1,0,No Product,0
V013013,2025-06-26 04:00:00,Machhapuchhre Bank,Google Search,Nepalgunj,Tablet,1,0,0,No Product,0
V013014,2025-06-26 05:00:00,Global IME Bank,Facebook Ads,Kathmandu,Tablet,1,1,0,No Product,0
V013015,2025-06-26 06:00:00,Global IME Bank,Facebook Ads,Butwal,Desktop,1,0,0,No Product,0
V013016,2025-06-26 07:00:00,NMB Bank,Google Search,Butwal,Desktop,1,1,0,No Product,0
V013017,2025-06-26 08:00:00,NMB Bank,Organic Search,Lalitpur,Desktop,1,1,0,No Product,0
V013018,2025-06-26 09:00:00,Machhapuchhre Bank,Referral,Pokhara,Tablet,1,0,0,No Product,0
V013019,2025-06-26 10:00:00,NMB Bank,Google Search,Lalitpur,Desktop,1,0,0,No Product,0
V013020,2025-06-26 11:00:00,Everest Bank,Google Search,Butwal,Tablet,1,1,0,No Product,0
V013021,2025-06-26 12:00:00,Everest Bank,Google Search,Biratnagar,Desktop,1,0,0,No Product,0
V013022,2025-06-26 13:00:00,NIC Asia Bank,Organic Search,Butwal,Mobile,1,0,0,No Product,0
V013023,2025-06-26 14:00:00,Everest Bank,Google Search,Bharatpur,Tablet,1,1,0,No Product,0
V013024,2025-06-26 15:00:00,Everest Bank,Google Search,Lalitpur,Desktop,1,1,1,Credit Card,2509
V013025,2025-06-26 16:00:00,Machhapuchhre Bank,Email Campaign,Pokhara,Desktop,1,0,0,No Product,0
V013026,2025-06-26 17:00:00,Global IME Bank,Email Campaign,Lalitpur,Tablet,1,0,0,No Product,0
V013027,2025-06-26 18:00:00,Everest Bank,Email Campaign,Nepalgunj,Tablet,1,0,0,No Product,0
V013028,2025-06-26 19:00:00,NIC Asia Bank,Email Campaign,Kathmandu,Tablet,1,0,0,No Product,0
V013029,2025-06-26 20:00:00,NMB Bank,Google Search,Nepalgunj,Tablet,1,1,1,Loan,961971
V013030,2025-06-26 21:00:00,Everest Bank,Email Campaign,Kathmandu,Tablet,1,0,0,No Product,0
V013031,2025-06-26 22:00:00,NIC Asia Bank,Facebook Ads,Lalitpur,Tablet,1,0,0,No Product,0
V013032,2025-06-26 23:00:00,Machhapuchhre Bank,Referral,Biratnagar,Tablet,1,0,0,No Product,0
V013033,2025-06-27 00:00:00,NMB Bank,Email Campaign,Nepalgunj,Mobile,1,1,0,No Product,0
V013034,2025-06-27 01:00:00,NIC Asia Bank,Organic Search,Lalitpur,Desktop,1,1,1,Savings Account,3814
V013035,2025-06-27 02:00:00,Everest Bank,Referral,Biratnagar,Mobile,1,1,0,No Product,0
V013036,2025-06-27 03:00:00,Global IME Bank,Facebook Ads,Butwal,Tablet,1,1,0,No Product,0
V013037,2025-06-27 04:00:00,NMB Bank,Referral,Biratnagar,Mobile,1,1,0,No Product,0
V013038,2025-06-27 05:00:00,NMB Bank,Referral,Bharatpur,Tablet,1,1,1,Fixed Deposit,163564
V013039,2025-06-27 06:00:00,Global IME Bank,Facebook Ads,Kathmandu,Desktop,1,1,0,No Product,0
V013040,2025-06-27 07:00:00,NMB Bank,Email Campaign,Pokhara,Desktop,1,0,0,No Product,0
V013041,2025-06-27 08:00:00,Everest Bank,Facebook Ads,Bharatpur,Desktop,1,0,0,No Product,0
V013042,2025-06-27 09:00:00,NMB Bank,Organic Search,Biratnagar,Mobile,1,0,0,No Product,0
V013043,2025-06-27 10:00:00,Everest Bank,Facebook Ads,Nepalgunj,Desktop,1,0,0,No Product,0
V013044,2025-06-27 11:00:00,Global IME Bank,Google Search,Lalitpur,Tablet,1,0,0,No Product,0
V013045,2025-06-27 12:00:00,Sanima Bank,Google Search,Nepalgunj,Desktop,1,1,0,No Product,0
V013046,2025-06-27 13:00:00,Global IME Bank,Referral,Nepalgunj,Mobile,1,1,0,No Product,0
V013047,2025-06-27 14:00:00,Everest Bank,Email Campaign,Kathmandu,Desktop,1,1,0,No Product,0
V013048,2025-06-27 15:00:00,Machhapuchhre Bank,Email Campaign,Lalitpur,Desktop,1,1,1,Fixed Deposit,143418
V013049,2025-06-27 16:00:00,Global IME Bank,Google Search,Nepalgunj,Mobile,1,1,0,No Product,0
V013050,2025-06-27 17:00:00,Machhapuchhre Bank,Organic Search,Kathmandu,Mobile,1,0,0,No Product,0
V013051,2025-06-27 18:00:00,Machhapuchhre Bank,Facebook Ads,Pokhara,Mobile,1,1,0,No Product,0
V013052,2025-06-27 19:00:00,Everest Bank,Facebook Ads,Bharatpur,Tablet,1,1,0,No Product,0
V013053,2025-06-27 20:00:00,Everest Bank,Facebook Ads,Pokhara,Desktop,1,1,0,No Product,0
V013054,2025-06-27 21:00:00,Sanima Bank,Organic Search,Pokhara,Tablet,1,0,0,No Product,0
V013055,2025-06-27 22:00:00,NIC Asia Bank,Organic Search,Bharatpur,Tablet,1,0,0,No Product,0
